feature,importance
cat__on_street_name_HANNIBAL STREET                 ,4.668680364186585e-06
cat__on_street_name_140 AVE,4.667604269553703e-06
cat__on_street_name_84 AVENUE,4.665114847302657e-06
cat__on_street_name_204 STREET                      ,4.663444945852441e-06
cat__on_street_name_E 26 ST,4.663372495229238e-06
cat__off_street_name_E 41 ST,4.663298641763238e-06
cat__on_street_name_BELT PARKWAY EXIT 5 EASTBOUND,4.661111367788324e-06
cat__on_street_name_Harlem River Dr W               ,4.660173768678096e-06
cat__off_street_name_COURTLANDT AVENUE               ,4.66004180265313e-06
cat__on_street_name_55 DR,4.660032689760509e-06
cat__cross_street_name_301       WEST 45 STREET,4.659830321913876e-06
cat__cross_street_name_131       EAST 125 STREET               ,4.6592477623140735e-06
cat__off_street_name_W 125 ST,4.659212700496063e-06
cat__off_street_name_WEST 74 STREET                  ,4.658764474208405e-06
cat__off_street_name_WEST 152 STREET                 ,4.65775357973119e-06
cat__cross_street_name_945       EAST 85 STREET,4.657261539060216e-06
cat__off_street_name_PATTERSON AVENUE,4.657227878939281e-06
cat__off_street_name_E 55 ST,4.652138597283779e-06
cat__on_street_name_LURTING AVENUE,4.6515406595969055e-06
cat__off_street_name_11 STREET                       ,4.648933160365426e-06
cat__on_street_name_149 ST,4.647709106266898e-06
cat__on_street_name_JUDGE STREET                    ,4.647688238092692e-06
cat__off_street_name_LOMBARDY STREET,4.647204151289289e-06
cat__on_street_name_EAST 119 STREET,4.64696746489682e-06
cat__off_street_name_EAST 109 STREET,4.646363572086588e-06
cat__on_street_name_AGUILAR AVENUE                  ,4.645343692228415e-06
cat__cross_street_name_1815      MADISON AVENUE                ,4.644742238432436e-06
cat__off_street_name_WENNER PLACE,4.642363579079154e-06
cat__on_street_name_GREENPOINT AVE,4.6402838155413105e-06
cat__on_street_name_RUTLEDGE STREET                 ,4.63892499515026e-06
cat__on_street_name_CRUGER AVENUE,4.638745747582532e-06
cat__off_street_name_PUTNAM AVENUE WEST              ,4.638202085945904e-06
cat__on_street_name_GIVAN AVENUE                    ,4.636754745398174e-06
cat__off_street_name_SPARKILL AVENUE                 ,4.63386981701611e-06
cat__on_street_name_BEACH 82 STREET                 ,4.633513619497404e-06
cat__cross_street_name_1738      EAST NEW YORK AVENUE,4.6320240873527194e-06
cat__on_street_name_E 27 ST,4.631448621033427e-06
cat__off_street_name_PORTAL STREET,4.627741409428165e-06
cat__on_street_name_DAHILL ROAD,4.627610243345069e-06
cat__on_street_name_WILSON AVE,4.626491643302936e-06
cat__off_street_name_BURNS STREET,4.6258034149295235e-06
cat__off_street_name_69 ROAD                         ,4.6250507422842755e-06
cat__off_street_name_62 DR,4.62422276134719e-06
cat__on_street_name_WEST 211 STREET,4.6239155395301906e-06
cat__off_street_name_JEWETT AVENUE,4.621830859805321e-06
cat__on_street_name_38 AVE,4.621159588026953e-06
cat__off_street_name_JEROME STREET,4.620688869817512e-06
cat__off_street_name_NORTH 7 STREET,4.6192790121021205e-06
cat__cross_street_name_196-11    100 AVE,4.6183345421757225e-06
cat__on_street_name_1 PLACE,4.618096381905413e-06
cat__cross_street_name_144-02    HILLSIDE AVENUE               ,4.6165656092917944e-06
cat__cross_street_name_95-11     121 STREET                    ,4.615231875044467e-06
cat__off_street_name_RALPH AVE,4.614487129874001e-06
cat__off_street_name_SOUTH ELLIOTT PLACE             ,4.613811183916548e-06
cat__off_street_name_WHITEHALL STREET,4.613086304612942e-06
cat__on_street_name_WEST 188 STREET,4.612021797501887e-06
cat__on_street_name_SHERIDAN EXPRESSWAY RAMP        ,4.610936380998262e-06
cat__on_street_name_155 AVENUE                      ,4.609702601648527e-06
cat__on_street_name_44 STREET,4.609646023639428e-06
cat__off_street_name_HOYT AVENUE NORTH,4.607925908333512e-06
cat__off_street_name_96 ST,4.60407040256187e-06
cat__cross_street_name_72        BARUCH DRIVE                  ,4.603883136173844e-06
cat__off_street_name_JUNIUS STREET                   ,4.602289909185069e-06
cat__on_street_name_SAINT JAMES PLACE               ,4.6017461188932065e-06
cat__on_street_name_128 STREET,4.6005280240677426e-06
cat__cross_street_name_1322      EAST GUN HILL ROAD            ,4.600242496069398e-06
cat__cross_street_name_231       EAST 116 STREET,4.594901912144813e-06
cat__cross_street_name_530       WEST 126 STREET,4.594891247047373e-06
cat__on_street_name_NASSAU AVENUE,4.594757654556074e-06
cat__off_street_name_EVERITT PLACE                   ,4.59446669920711e-06
cat__on_street_name_MAHAN AVENUE                    ,4.594424412568838e-06
cat__off_street_name_DONGAN HILLS AVE,4.592080113878128e-06
cat__cross_street_name_1717      HIMROD ST,4.592022984241111e-06
cat__on_street_name_5 STREET                        ,4.589614321343703e-06
cat__cross_street_name_150       VAN CORTLANDT AVE E,4.589344266537739e-06
cat__cross_street_name_241-08    SOUTH CONDUIT AVENUE          ,4.588467645359666e-06
cat__on_street_name_EAST 55 STREET,4.587317598811999e-06
cat__off_street_name_FOUNTAIN AVE,4.587059888719072e-06
cat__on_street_name_51 STREET,4.586499702723643e-06
cat__cross_street_name_932       BROADWAY ST,4.586087252647467e-06
cat__on_street_name_134 AVENUE,4.585625703847329e-06
cat__off_street_name_95 ST,4.585457494099418e-06
cat__cross_street_name_29-15     21 STREET,4.5822594201714165e-06
cat__on_street_name_WOODSIDE AVENUE,4.581723687787227e-06
cat__on_street_name_EAST 235 STREET                 ,4.581294625718103e-06
cat__off_street_name_LESLIE ROAD                     ,4.580806597972391e-06
cat__off_street_name_AURELIA COURT                   ,4.5797527264286355e-06
cat__on_street_name_100 STREET,4.578581466689978e-06
cat__off_street_name_WEST 127 STREET,4.577001866138649e-06
cat__off_street_name_MONTROSE AVENUE                 ,4.57570021869854e-06
cat__off_street_name_74 AVENUE,4.575362370093428e-06
cat__on_street_name_149 ROAD                        ,4.574540722852754e-06
cat__on_street_name_WEST 104 STREET,4.569362537410952e-06
cat__on_street_name_62 DRIVE,4.568547060495418e-06
cat__on_street_name_TIOGA WALK                      ,4.567770859432717e-06
cat__off_street_name_NORTH 6 STREET                  ,4.566635324373802e-06
cat__cross_street_name_322       FOUNTAIN AVENUE               ,4.564409035535914e-06
cat__on_street_name_39 AVENUE,4.563308750084615e-06
cat__off_street_name_ISHAM STREET                    ,4.563061343925772e-06
cat__off_street_name_47 AVE,4.560928403830502e-06
cat__off_street_name_WEBSTER AVE,4.5604451503235734e-06
cat__on_street_name_81 ST,4.560398736739341e-06
cat__off_street_name_87 ST,4.559629784016019e-06
cat__off_street_name_Essex,4.559146577231673e-06
cat__off_street_name_NASSAU BLVD,4.557433855853476e-06
cat__off_street_name_HANCOCK STREET                  ,4.557085883023342e-06
cat__off_street_name_MARSH AVE,4.555417669380874e-06
cat__off_street_name_STANTON ST,4.55458871361078e-06
cat__on_street_name_SEGUINE AVE,4.554179834378241e-06
cat__off_street_name_RIVINGTON ST,4.553456645844099e-06
cat__cross_street_name_203       EAST 116 STREET,4.552780848266742e-06
cat__cross_street_name_1263      WHITE PLAINS RD,4.551803180957124e-06
cat__off_street_name_145 STREET,4.548894311861344e-06
cat__cross_street_name_BOERUM PLACE,4.54881240273532e-06
cat__off_street_name_LORING PLACE NORTH              ,4.548298577768777e-06
cat__cross_street_name_62        WEST 56 STREET                ,4.546034350832317e-06
cat__on_street_name_205 STREET                      ,4.543536109820815e-06
cat__off_street_name_EAST 71 STREET                  ,4.541662309223793e-06
cat__off_street_name_MARATHON PARKWAY,4.541451725719767e-06
cat__off_street_name_HOME STREET,4.541137891056347e-06
cat__cross_street_name_1335      HOE AVENUE                    ,4.540926692800862e-06
cat__off_street_name_FRISBY AVENUE,4.538875043824249e-06
cat__off_street_name_EAST 99 STREET                  ,4.538527147642592e-06
cat__on_street_name_ST NICHOLAS AVE,4.538011394914203e-06
cat__on_street_name_MAYVILLE STREET                 ,4.537634109607119e-06
cat__cross_street_name_284       QUINCY STREET                 ,4.536025603833863e-06
cat__cross_street_name_2190      WHITE PLAINS ROAD,4.535112329901543e-06
cat__cross_street_name_3035      RICHMOND TERRACE              ,4.5338625554267425e-06
cat__cross_street_name_8202      FOSTER AVENUE,4.533741031094094e-06
cat__off_street_name_MORTON PLACE,4.533670394119239e-06
cat__contributing_factor_vehicle_1_Shoulders Defective/Improper,4.532447605996573e-06
cat__on_street_name_WEST 152 STREET                 ,4.530447797911609e-06
cat__off_street_name_EAST 239 STREET                 ,4.530112686391948e-06
cat__off_street_name_DEAN AVENUE,4.5297466623370235e-06
cat__on_street_name_WEST 202 STREET,4.527528705946961e-06
cat__on_street_name_METRO AVENUE                    ,4.526496900363596e-06
cat__on_street_name_EAST 104 STREET,4.525828751422507e-06
cat__on_street_name_QUEENS MIDTOWN TUNNEL EXIT      ,4.524212941755329e-06
cat__on_street_name_70 ROAD,4.523537673726839e-06
cat__off_street_name_FURMANVILLE AVENUE              ,4.522694158779444e-06
cat__on_street_name_EAST 67 STREET,4.522292722389884e-06
cat__on_street_name_OTTO ROAD                       ,4.521392968475217e-06
cat__on_street_name_WEST 19 STREET                  ,4.5212514370717184e-06
cat__off_street_name_ABINGDON ROAD                   ,4.520979707171084e-06
cat__off_street_name_BEACON COURT,4.518267069496192e-06
cat__cross_street_name_2854      86 STREET                     ,4.516033102430495e-06
cat__on_street_name_NORTH END AVENUE                ,4.513983190088509e-06
cat__on_street_name_MC DONALD AVENUE,4.513637189818802e-06
cat__off_street_name_ROBINSON PARKWAY,4.513404517996053e-06
cat__cross_street_name_140-35    QUEENS BOULEVARD,4.51156011552001e-06
cat__off_street_name_ERASMUS STREET                  ,4.510925910900347e-06
cat__on_street_name_LAIGHT STREET,4.510494224728954e-06
cat__off_street_name_BAY RIDGE PKWY,4.509397962870722e-06
cat__on_street_name_EAST 218 STREET                 ,4.507004014322899e-06
cat__cross_street_name_681       PENNSYLVANIA AVENUE           ,4.506825206162856e-06
cat__on_street_name_ASTOR AVENUE,4.50569507159707e-06
cat__on_street_name_VERMILYEA AVENUE,4.50518350185748e-06
cat__off_street_name_DALTON AVENUE,4.5023792588436366e-06
cat__off_street_name_YUCCA DRIVE,4.502112337884831e-06
cat__off_street_name_47 ST,4.501614673895278e-06
cat__off_street_name_RUTLAND RD,4.500018070171613e-06
cat__on_street_name_VAN NAME AVENUE                 ,4.499931990387273e-06
cat__cross_street_name_37-20     30 AVENUE                     ,4.497704104615929e-06
cat__on_street_name_ARTHUR AVENUE,4.496974537369682e-06
cat__cross_street_name_359       BERGEN STREET                 ,4.496713062061709e-06
cat__on_street_name_BAYSIDE AVENUE,4.4960953085996125e-06
cat__off_street_name_FANNING STREET,4.495419779824239e-06
cat__off_street_name_BEACH 41 STREET,4.494261953704074e-06
cat__on_street_name_DECATUR AVENUE                  ,4.49422423437938e-06
cat__on_street_name_DEWEY AVENUE                    ,4.4928033434187955e-06
cat__cross_street_name_433       2 STREET,4.491849549609244e-06
cat__cross_street_name_6585      BROADWAY                      ,4.491071557335965e-06
cat__cross_street_name_9520      FLATLANDS AVENUE              ,4.488124419653482e-06
cat__off_street_name_210 STREET                      ,4.486162612439551e-06
cat__on_street_name_G.C.P. / L.I.E (CDR)            ,4.484421061575081e-06
cat__cross_street_name_144       N 11 ST,4.481356765838937e-06
cat__cross_street_name_42-05     111 STREET,4.478778031766854e-06
cat__cross_street_name_123-11    ROCKAWAY BOULEVARD            ,4.477417332678849e-06
cat__off_street_name_114 ST,4.4765558323092944e-06
cat__cross_street_name_1348      GRANT HIGHWAY                 ,4.476190373168201e-06
cat__off_street_name_WORTMAN AVENUE                  ,4.475912208624824e-06
cat__on_street_name_CHERRY STREET                   ,4.47569883989166e-06
cat__cross_street_name_517       WEST 212 STREET,4.473970830202388e-06
cat__on_street_name_EAST 5 STREET,4.4739540854730536e-06
cat__off_street_name_HAWTHORNE STREET                ,4.472840293190952e-06
cat__cross_street_name_177       EAST HOUSTON STREET           ,4.470649385445526e-06
cat__on_street_name_FAIRMOUNT AVENUE,4.469522854020492e-06
cat__off_street_name_BARD AVENUE,4.4693193625327645e-06
cat__on_street_name_WINANT LANE                     ,4.466242045545461e-06
cat__off_street_name_RODNEY STREET,4.465644947103219e-06
cat__off_street_name_SOUTH STREET,4.464590682174988e-06
cat__on_street_name_LORRAINE STREET                 ,4.4632893065333945e-06
cat__off_street_name_GLENMORE AVE,4.4618484709354895e-06
cat__off_street_name_BEACH 58 STREET                 ,4.459219371618908e-06
cat__off_street_name_WEST 182 STREET                 ,4.4583625305603095e-06
cat__off_street_name_EAST 216 STREET,4.453522505762228e-06
cat__on_street_name_E KINGSBRIDGE RD,4.45197778999711e-06
cat__cross_street_name_2805      UNIVERSITY AVENUE,4.449802117898757e-06
cat__off_street_name_10 ST,4.448750096145851e-06
cat__off_street_name_110 ROAD,4.446911928271131e-06
cat__on_street_name_TROUTMAN STREET,4.446195710037783e-06
cat__on_street_name_4 STREET,4.445105535668734e-06
cat__on_street_name_CEBRA AVENUE                    ,4.444784820388504e-06
cat__off_street_name_NEW YORK AVE,4.444364549394683e-06
cat__off_street_name_CHARLOTTE STREET,4.4434119257686244e-06
cat__off_street_name_VAN BUREN STREET,4.441124251747592e-06
cat__on_street_name_HARTMAN LANE                    ,4.44037699547957e-06
cat__off_street_name_W 174 ST,4.438190798297625e-06
cat__cross_street_name_250       WEST 93 STREET,4.433139126417325e-06
cat__on_street_name_60 PLACE,4.431048310199563e-06
cat__off_street_name_ASH AVENUE                      ,4.42989250937452e-06
cat__on_street_name_1 STREET                        ,4.429765116808179e-06
cat__on_street_name_153 STREET,4.429106899548829e-06
cat__off_street_name_NORTH 10 STREET,4.4283424211898405e-06
cat__off_street_name_beck street,4.428236970097949e-06
cat__cross_street_name_1276      ADEE AVENUE,4.427884831890729e-06
cat__cross_street_name_9321      3 AVE,4.427059009124267e-06
cat__off_street_name_TENBROECK AVE,4.425737913530811e-06
cat__on_street_name_WEST FARMS ROAD                 ,4.42485084402765e-06
cat__cross_street_name_602       BERGEN STREET                 ,4.424246602426314e-06
cat__on_street_name_149 AVE,4.422865001954139e-06
cat__on_street_name_West street                     ,4.422768043402079e-06
cat__off_street_name_RIDGEWOOD AVENUE                ,4.422503845182549e-06
cat__on_street_name_VERONICA PLACE                  ,4.421324775457013e-06
cat__cross_street_name_35        WEST 39 STREET                ,4.419366429437761e-06
cat__on_street_name_154 ST,4.41835159958483e-06
cat__cross_street_name_2635      NOSTRAND AVENUE,4.4179935256245386e-06
cat__off_street_name_ROCKAWAY BEACH BLVD,4.417344560456885e-06
cat__on_street_name_18 AVENUE,4.416872781222303e-06
cat__off_street_name_HATTIE JONES PLACE,4.416478193655207e-06
cat__on_street_name_HINSDALE STREET,4.4164547775286305e-06
cat__off_street_name_WEST 191 STREET,4.414809864788944e-06
cat__cross_street_name_1434      BAY RIDGE PARKWAY             ,4.414656045761331e-06
cat__on_street_name_HARLEM RIVER DRIVE RAMP,4.413840827004225e-06
cat__on_street_name_VALENTINE AVE,4.413479721555564e-06
cat__off_street_name_WEST 259 STREET,4.410545865336283e-06
cat__on_street_name_35 avenue                       ,4.4101202273163415e-06
cat__on_street_name_ROCKLAND AVE,4.4099038205790535e-06
cat__cross_street_name_43-46     39 PL,4.407555206175722e-06
cat__off_street_name_RIDGEWOOD AVE,4.4074894310969396e-06
cat__off_street_name_OLD BROADWAY                    ,4.405732588398235e-06
cat__off_street_name_145 RD,4.404251440229068e-06
cat__on_street_name_87 STREET,4.403705955708946e-06
cat__on_street_name_85 DRIVE                        ,4.400700819322864e-06
cat__on_street_name_HIGHLAWN AVENUE                 ,4.399637090854175e-06
cat__on_street_name_LEAVITT STREET,4.397596892633704e-06
cat__off_street_name_11 ST,4.397506064828299e-06
cat__on_street_name_I-495 W,4.3955012438362376e-06
cat__on_street_name_MORNINGSTAR ROAD                ,4.391965898071432e-06
cat__cross_street_name_1705      BAY RIDGE PARKWAY,4.390912445046836e-06
cat__cross_street_name_393       FLATBUSH AVENUE               ,4.387393001847159e-06
cat__off_street_name_GOETHALS ROAD NORTH,4.38559107413208e-06
cat__cross_street_name_2936      AVENUE W                      ,4.383966446716378e-06
cat__off_street_name_CASTLE HILL AVENUE              ,4.383310066941025e-06
cat__off_street_name_57 AVENUE                       ,4.382619867430135e-06
cat__on_street_name_PARK PL,4.381554014271078e-06
cat__off_street_name_DONGAN HILL AVENUE,4.380197785524112e-06
cat__off_street_name_MARCY PLACE,4.380147139603354e-06
cat__on_street_name_CROWELL AVENUE,4.37999417614177e-06
cat__off_street_name_WEST 6 STREET                   ,4.379613037133086e-06
cat__off_street_name_PURITAN AVENUE,4.379555393074916e-06
cat__cross_street_name_1127      FLUSHING AVENUE,4.379114290167601e-06
cat__on_street_name_HUNTINGTON STREET               ,4.377052306542818e-06
cat__on_street_name_DUNCOMB AVENUE                  ,4.37650206621016e-06
cat__off_street_name_LEFFERTS BLVD,4.376407108539485e-06
cat__on_street_name_LONG STREET,4.376321729430599e-06
cat__cross_street_name_786       CONEY ISLAND AVENUE           ,4.374680074041228e-06
cat__on_street_name_RUTGERS STREET,4.373420419630213e-06
cat__cross_street_name_1069      65 STREET                     ,4.3687190861351045e-06
cat__cross_street_name_535       5 AVENUE                      ,4.368302160518792e-06
cat__off_street_name_HAMILTON STREET                 ,4.367746724184258e-06
cat__on_street_name_FRESH MEADOW LANE,4.36759188744615e-06
cat__on_street_name_WEST 183 STREET,4.367403202533538e-06
cat__off_street_name_EAST 1 ROAD                     ,4.367035356895552e-06
cat__on_street_name_Jackie Robinson Parkway Exit Ram,4.366176598894573e-06
cat__off_street_name_65 ST,4.362877197082435e-06
cat__on_street_name_WEST 51 STREET,4.362585025762009e-06
cat__cross_street_name_100       IRVING AVENUE                 ,4.360749544403284e-06
cat__off_street_name_DYER AVENUE                     ,4.360280595142495e-06
cat__on_street_name_E 32 ST,4.360221672057877e-06
cat__off_street_name_143 STREET                      ,4.3583481665253865e-06
cat__cross_street_name_903       BROADWAY                      ,4.3581633358978834e-06
cat__off_street_name_80 ST,4.357615092990966e-06
cat__on_street_name_AVENUE F,4.356251493104023e-06
cat__cross_street_name_2408      CHURCH AVENUE                 ,4.35603505118698e-06
cat__off_street_name_CHERRY AVENUE,4.353793016642923e-06
cat__on_street_name_WALTON AVE,4.350209115982424e-06
cat__off_street_name_93 AVE,4.3500953819030305e-06
cat__off_street_name_BEACH 130 ST,4.3496002952351725e-06
cat__off_street_name_103 ROAD,4.348769627446235e-06
cat__off_street_name_EAST 97 STREET,4.347904580500606e-06
cat__on_street_name_145 DRIVE                       ,4.346249973801128e-06
cat__cross_street_name_26        HOOPER STREET                 ,4.3457725758592125e-06
cat__off_street_name_HAMPTON AVENUE                  ,4.34567924506209e-06
cat__off_street_name_MACDOUGAL STREET                ,4.345057906270076e-06
cat__cross_street_name_602       GRAND STREET                  ,4.3442861671793325e-06
cat__cross_street_name_9406      Roosevelt AVENUE              ,4.3433389650218545e-06
cat__on_street_name_CHRISTOPHER AVE,4.341993247870401e-06
cat__off_street_name_MANSION STREET,4.341845886863134e-06
cat__off_street_name_104 ST,4.341215577473965e-06
cat__cross_street_name_528       GATEWAY DR,4.340650122612328e-06
cat__cross_street_name_90-35     VANWYCK EXPRESSWAY            ,4.339996877804259e-06
cat__off_street_name_THROGS NECK EXPRESSWAY,4.33835886405336e-06
cat__off_street_name_108 AVENUE,4.338276073747802e-06
cat__off_street_name_194 STREET                      ,4.338235333757559e-06
cat__cross_street_name_1190      ROGERS AVENUE                 ,4.3369229739822306e-06
cat__on_street_name_TYRELLAN AVE,4.336650094303382e-06
cat__cross_street_name_1051      METROPOLITAN AVENUE           ,4.336422029504469e-06
cat__off_street_name_100 AVE,4.3359955904246565e-06
cat__off_street_name_EAST MOSHOLU PARKWAY SOUTH      ,4.332795109483634e-06
cat__on_street_name_CHARLES AVE,4.332184434004103e-06
cat__on_street_name_CARROLL STREET,4.331509606540344e-06
cat__off_street_name_MESEROLE AVENUE                 ,4.331507534946587e-06
cat__on_street_name_Beverly road,4.328969578934492e-06
cat__on_street_name_EAST 177 STREET,4.3271953609248075e-06
cat__off_street_name_WEST 119 STREET                 ,4.326519845507794e-06
cat__on_street_name_32 AVE,4.325575036099977e-06
cat__off_street_name_102 AVENUE,4.325486365175115e-06
cat__off_street_name_BURKE AVE,4.325345555388178e-06
cat__cross_street_name_101-58    99 STREET                     ,4.325213477495142e-06
cat__on_street_name_102 STREET,4.323487390932164e-06
cat__off_street_name_BEACH 59 STREET,4.32342885938046e-06
cat__on_street_name_WEST 24 STREET,4.3203593752822185e-06
cat__cross_street_name_25-83     44 STREET,4.318760853260224e-06
cat__on_street_name_HOLLAND AVENUE                  ,4.318637552815671e-06
cat__off_street_name_LANDER AVENUE,4.318637191306277e-06
cat__off_street_name_WEST 7 STREET,4.317794682129266e-06
cat__off_street_name_WEST CASWELL AVENUE,4.3171679416362865e-06
cat__cross_street_name_707       AVENUE OF THE AMERICAS        ,4.316358548406166e-06
cat__cross_street_name_52-06     108 STREET                    ,4.315946821042296e-06
cat__cross_street_name_2104      EASTCHESTER ROAD,4.315208349825053e-06
cat__on_street_name_EVERDELL AVENUE,4.315130216540573e-06
cat__off_street_name_E 54 ST,4.3150967487598504e-06
cat__off_street_name_RIDER AVENUE,4.314406884735957e-06
cat__off_street_name_257 STREET                      ,4.314076670289161e-06
cat__cross_street_name_181       N 8 ST,4.313945955622497e-06
cat__off_street_name_WESTCHESTER SQUARE,4.312810219276992e-06
cat__off_street_name_EAST 147 STREET,4.312480796516911e-06
cat__off_street_name_WEST 262 STREET,4.31218640359916e-06
cat__cross_street_name_1411      MYRTLE AVENUE                 ,4.3106016567205285e-06
cat__on_street_name_187 PLACE                       ,4.309917126858393e-06
cat__on_street_name_GEORGE STREET                   ,4.306136959831096e-06
cat__cross_street_name_32-55     31 STREET                     ,4.3058096649548076e-06
cat__on_street_name_JAMES STREET                    ,4.305182055958605e-06
cat__off_street_name_BRADHURST AVENUE,4.305042105825418e-06
cat__off_street_name_GRAVES STREET,4.3049405865427056e-06
cat__off_street_name_BORINQUEN PLACE,4.304860621807402e-06
cat__off_street_name_186 STREET,4.30402112833973e-06
cat__on_street_name_244 STREET                      ,4.3028516303953204e-06
cat__cross_street_name_30-01     36 AVENUE,4.302521006507036e-06
cat__off_street_name_PUGSLEY AVENUE                  ,4.300243403806673e-06
cat__cross_street_name_504       BROADWAY                      ,4.299590649695326e-06
cat__off_street_name_EDSON AVENUE,4.296692719850296e-06
cat__on_street_name_corporal kennedy street         ,4.295532797564796e-06
cat__on_street_name_243 ST,4.295111788594939e-06
cat__off_street_name_PARK TERRACE EAST,4.293414222495578e-06
cat__on_street_name_ISHAM STREET,4.292565022581479e-06
cat__off_street_name_STORY AVE,4.29059521659621e-06
cat__on_street_name_WEST 87 STREET                  ,4.289012264189993e-06
cat__cross_street_name_1         BEACH 221 STREET              ,4.288662259048545e-06
cat__on_street_name_KENNEDY STREET                  ,4.288424788964316e-06
cat__on_street_name_WEST 123 STREET,4.286507265525442e-06
cat__off_street_name_THOMAS S BOYLAND ST,4.2854432837683665e-06
cat__on_street_name_EAST 13 STREET,4.285300044519245e-06
cat__cross_street_name_88-14     88 STREET                     ,4.2851184670690705e-06
cat__cross_street_name_339       BROADWAY,4.282817678955048e-06
cat__off_street_name_EAST BEDFORD PARK BOULEVARD,4.282385751146174e-06
cat__off_street_name_JUNCTION COURT,4.281622553832377e-06
cat__cross_street_name_31-46     21 STREET,4.281611694195296e-06
cat__on_street_name_147 ST,4.279335368425815e-06
cat__cross_street_name_97-14     ATLANTIC AVENUE,4.278687640765315e-06
cat__cross_street_name_80-06     ROOSEVELT AVE,4.278674583369239e-06
cat__on_street_name_CROSS BRONX EXTENTION           ,4.277422928670121e-06
cat__on_street_name_BELMONT AVE,4.276632932051451e-06
cat__off_street_name_KING STREET                     ,4.276395474524412e-06
cat__off_street_name_PITKIN AVE,4.275076772670063e-06
cat__on_street_name_CLYMER STREET                   ,4.274613298483121e-06
cat__off_street_name_FRANCIS LEWIS BLVD,4.273244299024801e-06
cat__on_street_name_57 AVE,4.2729707604127255e-06
cat__on_street_name_BEACH 13 STREET                 ,4.272588240856082e-06
cat__off_street_name_WEST 21 STREET,4.269565500554889e-06
cat__off_street_name_GERRY STREET,4.2690423346494114e-06
cat__on_street_name_MC CLEAN AVE,4.268018561410853e-06
cat__on_street_name_79 PLACE,4.264558699289596e-06
cat__on_street_name_WEST 120 STREET                 ,4.264270325613875e-06
cat__off_street_name_HAMPTON PLACE,4.262925049275944e-06
cat__on_street_name_VLEIGH PLACE                    ,4.257738644950368e-06
cat__off_street_name_GERARD AVENUE                   ,4.2576210428878155e-06
cat__off_street_name_BEEKMAN STREET                  ,4.256649359820938e-06
cat__on_street_name_CATALPA AVENUE,4.256563269886822e-06
cat__on_street_name_164 PLACE,4.255830586933746e-06
cat__on_street_name_242 STREET,4.255310940348477e-06
cat__on_street_name_STRATFORD AVENUE,4.252913430831308e-06
cat__off_street_name_FORT GREENE PLACE,4.251897743492453e-06
cat__cross_street_name_494       GENESEE AVENUE                ,4.251765604574001e-06
cat__on_street_name_E 126 ST,4.250970722242079e-06
cat__cross_street_name_3230      JEROME AVE,4.248121757158063e-06
cat__cross_street_name_234-04    S CONDUIT AVE,4.24760206075058e-06
cat__on_street_name_W 220 ST,4.245258590386243e-06
cat__on_street_name_CRUGER AVENUE                   ,4.243075419465647e-06
cat__cross_street_name_425       BAY STREET,4.239915918477017e-06
cat__off_street_name_WEST 82 STREET,4.2396101196211225e-06
cat__on_street_name_University Ave,4.238491476475993e-06
cat__on_street_name_LAMONT AVENUE                   ,4.237533080956124e-06
cat__on_street_name_FOSTER ROAD,4.237126391520698e-06
cat__cross_street_name_1578      WESTCHESTER AVE,4.237043546916549e-06
cat__on_street_name_CEDAR STREET                    ,4.236424581038076e-06
cat__cross_street_name_125       3 AVENUE,4.235802041691159e-06
cat__on_street_name_ORIENTAL BOULEVARD,4.235471565758806e-06
cat__cross_street_name_4063      BOSTON ROAD                   ,4.233879961140279e-06
cat__off_street_name_SAINT PAULS AVENUE,4.23303864507638e-06
cat__cross_street_name_2132      WHITE PLAINS ROAD             ,4.232684452169039e-06
cat__on_street_name_BRABANT STREET,4.23211120408261e-06
cat__off_street_name_BERRIMAN STREET,4.231770408086008e-06
cat__cross_street_name_31-76     41 STREET,4.231208425910403e-06
cat__off_street_name_Boat Basin Place,4.231124488055515e-06
cat__off_street_name_WEST 62 STREET                  ,4.230731830552802e-06
cat__on_street_name_NEHRING AVENUE                  ,4.227625085158566e-06
cat__on_street_name_FINGERBOARD ROAD,4.226151131502899e-06
cat__on_street_name_ELDER AVENUE                    ,4.225508905944271e-06
cat__on_street_name_EAST KINGSBRIDGE ROAD,4.224234864775886e-06
cat__cross_street_name_501       GATEWAY DR,4.222275483302068e-06
cat__off_street_name_EVELETH ROAD,4.221140328088413e-06
cat__on_street_name_FAIRVIEW AVENUE,4.220482308616772e-06
cat__on_street_name_CATHEDRAL PKWY,4.217183709838313e-06
cat__off_street_name_W239th street,4.213696105342504e-06
cat__cross_street_name_337       UTICA AVE,4.212952746904974e-06
cat__off_street_name_55 ST,4.2120046436466144e-06
cat__on_street_name_44 DR,4.211608812787252e-06
cat__off_street_name_40 AVE,4.210997022749057e-06
cat__off_street_name_20 street loop,4.210690060917058e-06
cat__on_street_name_AINSLIE STREET                  ,4.210121268469514e-06
cat__on_street_name_E 120 ST,4.209767984065971e-06
cat__on_street_name_DELANCEY ST,4.208932955275135e-06
cat__off_street_name_PARK LN S,4.208835877068497e-06
cat__off_street_name_HOGAN PLACE,4.208271073326774e-06
cat__on_street_name_COSTER STREET                   ,4.207930611041598e-06
cat__off_street_name_160 AVENUE                      ,4.204458556814179e-06
cat__on_street_name_GROVE ST,4.2043795812794695e-06
